META; english/league-2/newport-county-v-crewe; 2018-03-18 02:21:00 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 1; 1/100
Draw; 12/5; 4/9
Crewe; 11/4; 1/100
META; english/league-2/newport-county-v-crewe; 2018-03-18 10:21:27 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 1; 1/100; 
Draw; 12/5; 4/9; 1/12
Crewe; 11/4; 1/100; 
META; english/league-2/newport-county-v-crewe; 2018-03-18 14:22:07 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 1; 1/100; 
Draw; 12/5; 4/9; 1/12
Crewe; 11/4; 1/100; 
META; english/league-2/newport-county-v-crewe; 2018-03-18 18:22:09 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 20/21; 1; 107/00; 20/21; 5/6; 10/11; 10/11; 19/20; 37/40; 19/20; 19/20; 4/7; 4/7
Draw; 12/5; 12/5; 63/25; 12/5; 23/10; 5/2; 5/2; 40/17; 5/2; 12/5; 40/17; 19/10; 8/15
Crewe; 14/5; 11/4; 143/0; 11/4; 11/4; 3; 14/5; 11/4; 31/10; 14/5; 11/4; 9/5; 1/16
META; english/league-2/newport-county-v-crewe; 2018-03-19 02:33:40 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 1; 1; 107/00; 19/20; 1; 5/6; 1; 10/11; 1; 1; 21/20; 1; 5/6; 5/6; ; ; ; ; 
Draw; 23/10; 12/5; 12/5; 61/25; 5/2; 23/10; 23/10; 23/10; 12/5; 5/2; 23/10; 23/10; 9/4; 12/5; 12/5; 47/20; 9/4; 9/4; 13/5
Crewe; 14/5; 11/4; 27/10; 149/0; 3; 11/4; 11/4; 27/10; 11/4; 14/5; 13/5; 11/4; 13/5; 5/2; 11/4; 11/4; 45/17; 11/4; 13/5
META; english/league-2/newport-county-v-crewe; 2018-03-19 10:33:47 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 1; 21/20; 1; 109/00; 1; 10/11; 1; 21/20; 1; 21/20; 1; 1; 1; 1; 21/20; 1; 10/11; 21/20; ; ; ; ; ; 
Draw; 23/10; 12/5; 23/10; 12/5; 12/5; 13/5; 23/10; 12/5; 40/17; 9/4; 12/5; 23/10; 9/4; 12/5; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 47/20; 9/4; 23/10; 21/10
Crewe; 14/5; 11/4; 27/10; 11/4; 147/0; 14/5; 13/5; 13/5; 11/4; 27/10; 11/4; 11/4; 13/5; 11/4; 13/5; 13/5; 11/4; 5/2; 11/4; 27/10; 11/4; 45/17; 13/5; 5/2
META; english/league-2/newport-county-v-crewe; 2018-03-19 14:33:54 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 21/20; 1; 23/20; 1; 121/00; 11/10; 11/10; 1; 23/20; 11/10; 11/10; 11/10; 23/20; 11/10; 1; 21/20; 19/17; 1; 23/20; 11/10; 1; 21/20; 23/20; 
Draw; 23/10; 12/5; 9/4; 12/5; 12/5; 12/5; 9/4; 9/4; 40/17; 11/5; 23/10; 23/10; 11/5; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 11/5; 12/5
Crewe; 13/5; 11/4; 12/5; 11/4; 129/0; 13/5; 5/2; 12/5; 11/4; 12/5; 13/5; 5/2; 12/5; 12/5; 5/2; 13/5; 13/5; 11/5; 11/4; 12/5; 49/20; 45/17; 12/5; 5/2
META; english/league-2/newport-county-v-crewe; 2018-03-19 18:33:56 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 21/20; 11/10; 23/20; 23/20; 121/00; 11/10; 11/10; 1; 23/20; 11/10; 11/10; 11/10; 11/10; 23/20; 11/10; 1; 21/20; 19/17; 1; 23/20; 11/10; 1; 11/10; 21/20; 23/20; 23/20; 
Crewe; 23/10; 11/5; 23/10; 23/10; 117/0; 12/5; 11/5; 23/10; 39/19; 23/10; 23/10; 23/10; 9/4; 9/4; 9/4; 9/4; 11/5; 23/10; 9/4; 39/19; 12/5; 47/20; 11/5; 11/5; 23/10; 9/4; 9/4
Draw; 13/5; 12/5; 23/10; 23/10; 67/25; 13/5; 12/5; 12/5; 27/11; 23/10; 12/5; 12/5; 9/4; 11/5; 13/5; 12/5; 27/11; 23/10; 12/5; 27/11; 12/5; 12/5; 5/2; 12/5; 12/5; 13/5; 5/2
META; english/league-2/newport-county-v-crewe; 2018-03-24 02:33:54 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 5/4; 23/20; 6/5; 6/5; 6/5; 5/4; 6/5; 11/10; 5/4; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 6/5; 15/13; 15/13; 9/8; 5/4; 23/20; 6/5; 15/13; 23/20; 6/5; 6/5; 6/5
Crewe; 23/10; 23/10; 23/10; 23/10; 117/0; 12/5; 11/5; 23/10; 39/19; 23/10; 23/10; 23/10; 23/10; 9/4; 9/4; 9/4; 11/5; 23/10; 9/4; 39/19; 12/5; 47/20; 11/5; 11/5; 9/4; 9/4; 
Draw; 13/5; 12/5; 23/10; 23/10; 67/25; 13/5; 12/5; 12/5; 27/11; 23/10; 12/5; 12/5; 12/5; 11/5; 13/5; 12/5; 27/11; 23/10; 12/5; 27/11; 12/5; 12/5; 5/2; 12/5; 5/2; 13/5; 5/2
META; english/league-2/newport-county-v-crewe; 2018-03-24 10:34:07 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 23/20; 6/5; 119/00; 5/4; 6/5; 11/10; 8/7; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 15/13; 9/8; 8/7; 23/20; 6/5; 15/13; 23/20; 6/5; 6/5; 6/5
Crewe; 12/5; 23/10; 23/10; 23/10; 47/20; 12/5; 9/4; 23/10; 40/17; 23/10; 23/10; 23/10; 23/10; 23/10; 9/4; 23/10; 11/5; 23/10; 9/4; 40/17; 12/5; 47/20; 9/4; 23/10; 23/10; 23/10; 
Draw; 13/5; 23/10; 23/10; 23/10; 27/10; 13/5; 12/5; 12/5; 40/17; 23/10; 12/5; 12/5; 12/5; 11/5; 13/5; 12/5; 27/11; 23/10; 12/5; 40/17; 13/5; 12/5; 5/2; 5/2; 5/2; 13/5; 13/5
META; english/league-2/newport-county-v-crewe; 2018-03-24 14:34:14 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Newport County; 6/5; 23/20; 6/5; 6/5; 121/00; 5/4; 6/5; 11/10; 8/7; 6/5; 6/5; 23/20; 6/5; 23/20; 6/5; 11/10; 15/13; 15/13; 8/7; 8/7; 6/5; 6/5; 6/5; 10/9; 23/20; 23/20; 6/5
Crewe; 12/5; 23/10; 23/10; 23/10; 59/25; 12/5; 23/10; 23/10; 40/17; 23/10; 23/10; 12/5; 23/10; 9/4; 9/4; 23/10; 9/4; 23/10; 11/5; 40/17; 23/10; 47/20; 23/10; 23/10; 23/10; 12/5; 
Draw; 13/5; 23/10; 23/10; 23/10; 131/0; 13/5; 12/5; 12/5; 40/17; 23/10; 12/5; 9/4; 23/10; 11/5; 13/5; 12/5; 12/5; 23/10; 12/5; 40/17; 13/5; 12/5; 40/17; 12/5; 5/2; 5/2; 5/2
META; english/league-2/newport-county-v-crewe; 2018-03-24 18:34:14 GMT+2; 2018-03-24 15:00; Nothing; Xlenovo
Crewe; 1/25; 1/25; 1/18; 1/50; 3/40; 1/25; 1/33; 1/40; 1/25; 1/11; 1/25; 1/20; 1/20; 1/25; 1/33; 11/21; 1/33; 1/33; 1/25; 1/40; 1/20; 1/20; 1/50; 1/20
Draw; 12; 16; 12; 16; 11; 16; 10; 13; 12; 17/2; 14; 9; 11; 40/17; 35/4; 10; 21/2; 12; 39/4; 81/5; 47/5; 81/5; ; 
Newport County; 50; 100; 55; 50; 28; 175; 66; 100; 45; 33; 50; 50; 30; 25; 50; 29/4; 40; 25; 66; 80; 123/4; 77; 7/2; 82
