META; english/premier-league/chelsea-v-tottenham; 2018-03-12 14:16:28 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 5/4; 13/10; 131/00; 13/10; 27/20; 13/10; 5/4; 13/10; 13/10; 16/13; 13/10; 11/8; 13/10; 13/10
Tottenham; 21/10; 21/10; 58/25; 21/10; 21/10; 21/10; 2; 39/19; 23/10; 23/12; 21/10; 11/5; 21/10; 21/10
Draw; 12/5; 23/10; 64/25; 40/17; 47/20; 12/5; 9/4; 23/10; 11/5; 27/11; 40/17; 12/5; 47/20; 23/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-12 18:16:28 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 5/4; 13/10; 13/10; 27/20; 13/10; 27/20; 13/10; 5/4; 13/10; 13/10; 16/13; 13/10; 11/8; 13/10; 13/10
Tottenham; 21/10; 21/10; 21/10; 113/0; 21/10; 21/10; 21/10; 2; 39/19; 23/10; 23/12; 21/10; 11/5; 21/10; 21/10
Draw; 12/5; 23/10; 23/10; 127/0; 40/17; 47/20; 12/5; 9/4; 23/10; 11/5; 27/11; 40/17; 12/5; 47/20; 23/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-12 22:16:29 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 5/4; 13/10; 13/10; 27/20; 13/10; 27/20; 13/10; 5/4; 13/10; 13/10; 16/13; 13/10; 11/8; 13/10; 13/10
Tottenham; 21/10; 21/10; 21/10; 113/0; 21/10; 21/10; 21/10; 2; 39/19; 23/10; 23/12; 21/10; 11/5; 21/10; 21/10
Draw; 12/5; 23/10; 23/10; 127/0; 40/17; 47/20; 12/5; 9/4; 23/10; 11/5; 27/11; 40/17; 12/5; 47/20; 23/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-13 02:16:24 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 5/4; 13/10; 13/10; 27/20; 13/10; 27/20; 13/10; 5/4; 13/10; 13/10; 16/13; 13/10; 11/8; 13/10; 13/10
Tottenham; 21/10; 21/10; 21/10; 113/0; 21/10; 21/10; 21/10; 2; 39/19; 23/10; 23/12; 21/10; 11/5; 21/10; 21/10
Draw; 12/5; 23/10; 23/10; 127/0; 40/17; 47/20; 12/5; 9/4; 23/10; 11/5; 27/11; 40/17; 12/5; 47/20; 23/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-13 10:16:27 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 5/4; 13/10; 13/10; 27/20; 13/10; 27/20; 13/10; 5/4; 13/10; 13/10; 16/13; 13/10; 11/8; 13/10; 13/10
Tottenham; 21/10; 21/10; 21/10; 113/0; 21/10; 21/10; 21/10; 2; 39/19; 23/10; 23/12; 21/10; 11/5; 21/10; 21/10
Draw; 12/5; 23/10; 23/10; 127/0; 40/17; 47/20; 12/5; 9/4; 23/10; 11/5; 27/11; 40/17; 12/5; 47/20; 23/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-13 14:16:29 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 5/4; 13/10; 13/10; 27/20; 13/10; 27/20; 13/10; 5/4; 13/10; 13/10; 16/13; 13/10; 11/8; 13/10; 13/10
Tottenham; 21/10; 21/10; 21/10; 113/0; 21/10; 21/10; 21/10; 2; 39/19; 23/10; 23/12; 21/10; 11/5; 21/10; 21/10
Draw; 12/5; 23/10; 23/10; 127/0; 40/17; 47/20; 12/5; 9/4; 23/10; 11/5; 27/11; 40/17; 12/5; 47/20; 23/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-13 18:16:27 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 5/4; 13/10; 13/10; 27/20; 6/5; 6/5; 13/10; 27/20; 13/10; 5/4; 13/10; 13/10; 16/13; 13/10; 11/8; 13/10; 13/10; 6/5
Tottenham; 21/10; 21/10; 21/10; 113/0; 19/10; 15/8; 21/10; 21/10; 21/10; 2; 39/19; 23/10; 23/12; 21/10; 11/5; 21/10; 21/10; 7/4
Draw; 12/5; 23/10; 23/10; 127/0; 11/5; 11/5; 40/17; 47/20; 12/5; 9/4; 23/10; 11/5; 27/11; 40/17; 12/5; 47/20; 23/10; 2
META; english/premier-league/chelsea-v-tottenham; 2018-03-13 22:16:29 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 13/10; 13/10; 127/00; 11/10; 11/10; 13/10; 5/4; 5/4; 6/5; 5/4; 7/6; 13/10; 5/4; 5/4; 5/4; 6/5; 
Tottenham; 23/10; 21/10; 21/10; 62/25; 21/10; 21/10; 21/10; 9/4; 23/10; 21/10; 9/4; 23/10; 39/19; 21/10; 12/5; 11/5; 9/4; 19/10
Draw; 12/5; 23/10; 23/10; 62/25; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 23/10; 9/4; 2; 
META; english/premier-league/chelsea-v-tottenham; 2018-03-14 02:16:17 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 13/10; 13/10; 63/50; 11/10; 11/10; 5/4; 5/4; 5/4; 6/5; 6/5; 5/4; 7/6; 5/4; 5/4; 5/4; 5/4; 6/5
Draw; 12/5; 23/10; 23/10; 62/25; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 23/10; 9/4; 2; 
Tottenham; 23/10; 21/10; 21/10; 5/2; 21/10; 21/10; 11/5; 23/10; 23/10; 21/10; 9/4; 23/10; 39/19; 11/5; 12/5; 11/5; 23/10; 19/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-14 10:16:19 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 13/10; 13/10; 63/50; 11/10; 11/10; 6/5; 5/4; 5/4; 6/5; 6/5; 5/4; 7/6; 6/5; 5/4; 5/4; 6/5; 6/5
Draw; 12/5; 23/10; 23/10; 62/25; 11/5; 11/5; 40/17; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 23/10; 23/10; 2; 
Tottenham; 23/10; 21/10; 21/10; 5/2; 21/10; 21/10; 40/17; 47/20; 23/10; 21/10; 23/10; 23/10; 39/19; 40/17; 12/5; 11/5; 40/17; 19/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-14 14:16:23 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 13/10; 13/10; 127/00; 11/10; 11/10; 6/5; 6/5; 5/4; 5/4; 6/5; 6/5; 5/4; 7/6; 6/5; 5/4; 5/4; 5/4; 6/5
Tottenham; 23/10; 21/10; 21/10; 62/25; 21/10; 21/10; 40/17; 23/10; 9/4; 23/10; 21/10; 9/4; 23/10; 39/19; 40/17; 12/5; 11/5; 9/4; 19/10
Draw; 12/5; 23/10; 23/10; 62/25; 11/5; 11/5; 40/17; 23/10; 23/10; 23/10; 9/4; 23/10; 12/5; 40/17; 12/5; 23/10; 9/4; 2; 
META; english/premier-league/chelsea-v-tottenham; 2018-03-14 18:16:20 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 11/10; 13/10; 13/10; 119/00; 21/20; 1; 6/5; 23/20; 6/5; 6/5; 11/10; 11/10; 6/5; 19/17; 6/5; 6/5; 23/20; 15/13; 20/21
Draw; 12/5; 23/10; 23/10; 63/25; 11/5; 11/5; 40/17; 11/5; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; 40/17; 12/5; 47/20; 23/10; 2
Tottenham; 5/2; 21/10; 21/10; 66/25; 23/10; 23/10; 40/17; 5/2; 12/5; 12/5; 9/4; 27/11; 12/5; 11/5; 40/17; 13/5; 49/20; 27/11; 21/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-14 22:16:16 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 11/10; 13/10; 6/5; 119/00; 21/20; 1; 6/5; 11/10; 6/5; 6/5; 11/10; 11/10; 6/5; 6/5; 6/5; 23/20; 15/13; 20/21
Draw; 12/5; 23/10; 23/10; 63/25; 11/5; 11/5; 40/17; 23/10; 23/10; 23/10; 9/4; 23/10; 23/10; 40/17; 12/5; 47/20; 23/10; 2
Tottenham; 5/2; 21/10; 23/10; 66/25; 23/10; 23/10; 40/17; 5/2; 12/5; 12/5; 9/4; 27/11; 12/5; 40/17; 13/5; 49/20; 27/11; 21/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-15 02:16:18 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 11/10; 23/20; 6/5; 119/00; 21/20; 1; 6/5; 11/10; 6/5; 6/5; 11/10; 11/10; 6/5; 19/17; 6/5; 6/5; 23/20; 15/13; 21/20
Draw; 12/5; 23/10; 23/10; 63/25; 11/5; 11/5; 40/17; 23/10; 23/10; 23/10; 21/10; 23/10; 23/10; 12/5; 40/17; 12/5; 47/20; 23/10; 21/10
Tottenham; 5/2; 12/5; 23/10; 66/25; 23/10; 23/10; 40/17; 5/2; 12/5; 12/5; 23/10; 27/11; 12/5; 11/5; 40/17; 13/5; 49/20; 27/11; 21/10
META; english/premier-league/chelsea-v-tottenham; 2018-03-15 10:16:14 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 11/10; 23/20; 6/5; 119/00; 1; 6/5; 11/10; 6/5; 23/20; 11/10; 15/13; 6/5; 19/17; 6/5; 6/5; 23/20; 15/13; 21/20; 
Draw; 12/5; 23/10; 23/10; 62/25; 11/5; 11/5; 40/17; 23/10; 9/4; 9/4; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 47/20; 9/4; 2
Tottenham; 5/2; 12/5; 23/10; 67/25; 23/10; 23/10; 40/17; 5/2; 49/20; 13/5; 23/10; 5/2; 12/5; 11/5; 40/17; 13/5; 49/20; 5/2; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-15 14:16:16 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 11/10; 23/20; 6/5; 119/00; 1; 6/5; 11/10; 6/5; 23/20; 11/10; 15/13; 6/5; 19/17; 6/5; 6/5; 23/20; 15/13; 21/20; 
Draw; 12/5; 23/10; 23/10; 62/25; 23/10; 23/10; 40/17; 23/10; 9/4; 9/4; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 47/20; 9/4; 21/10
Tottenham; 5/2; 12/5; 23/10; 67/25; 23/10; 23/10; 40/17; 5/2; 49/20; 13/5; 23/10; 5/2; 12/5; 11/5; 40/17; 13/5; 49/20; 5/2; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-15 18:16:15 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 11/10; 23/20; 6/5; 119/00; 1; 6/5; 11/10; 6/5; 23/20; 11/10; 11/10; 6/5; 19/17; 6/5; 6/5; 23/20; 15/13; 21/20; 
Draw; 12/5; 23/10; 23/10; 62/25; 23/10; 23/10; 40/17; 23/10; 9/4; 9/4; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 47/20; 23/10; 11/5
Tottenham; 5/2; 12/5; 23/10; 67/25; 23/10; 23/10; 40/17; 5/2; 49/20; 13/5; 23/10; 5/2; 12/5; 11/5; 40/17; 13/5; 49/20; 5/2; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-15 22:16:01 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 11/10; 23/20; 6/5; 119/00; 1; 6/5; 1; 6/5; 11/10; 6/5; 23/20; 11/10; 15/13; 6/5; 19/17; 6/5; 6/5; 23/20; 6/5; 21/20
Tottenham; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-23 10:27:58 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 9/4; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 
Tottenham; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 13/5; 47/20; 40/17; 12/5; 
META; english/premier-league/chelsea-v-tottenham; 2018-03-23 14:27:58 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 9/4; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 
Tottenham; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 13/5; 47/20; 40/17; 12/5; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-23 18:27:58 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 
Tottenham; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 12/5; 47/20; 23/10; 12/5; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-23 22:27:57 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 
Tottenham; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 12/5; 47/20; 23/10; 23/10; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-24 02:27:57 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 
Tottenham; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 12/5; 47/20; 40/17; 23/10; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-24 10:27:57 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 
Tottenham; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 13/5; 47/20; 40/17; 23/10; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-24 14:28:01 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 13/10; 6/5; 5/4; 6/5; 6/5; 6/5; 13/10; 5/4; 5/4
Draw; 23/10; 23/10; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 11/5; 23/10; 12/5; 
Tottenham; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 11/5; 12/5; 40/17; 12/5; 13/5; 47/20; 9/4; 23/10; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-24 18:27:59 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 40/17; 11/5; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 23/10; 12/5; 
Tottenham; 12/5; 23/10; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 12/5; 47/20; 40/17; 23/10; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-24 22:27:57 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 40/17; 11/5; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 9/4; 12/5; 
Tottenham; 12/5; 23/10; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 13/5; 47/20; 23/10; 12/5; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-25 02:27:57 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 6/5; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 40/17; 11/5; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 9/4; 12/5; 
Tottenham; 12/5; 23/10; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 13/5; 47/20; 40/17; 12/5; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-25 10:27:55 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 40/17; 11/5; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 9/4; 12/5; 
Tottenham; 12/5; 23/10; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 12/5; 23/10; 40/17; 12/5; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-25 14:27:57 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 5/4; 5/4; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 40/17; 11/5; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 9/4; 12/5; 
Tottenham; 12/5; 23/10; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 12/5; 23/10; 40/17; 23/10; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-25 18:27:55 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 5/4; 5/4; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 11/5; 23/10; 11/5; 9/4; 11/5; 40/17; 11/5; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 9/4; 12/5; 
Tottenham; 12/5; 23/10; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 9/4; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 40/17; 12/5; 40/17; 12/5; 12/5; 23/10; 40/17; 23/10; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-25 22:27:56 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 23/20; 13/10; 21/20; 5/4; 1; 6/5; 6/5; 5/4; 5/4; 13/10; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4
Draw; 23/10; 23/10; 23/10; 11/5; 9/4; 11/5; 40/17; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 9/4; 2; 12/5; 
Tottenham; 12/5; 23/10; 12/5; 5/2; 23/10; 12/5; 23/10; 12/5; 12/5; 23/10; 21/10; 9/4; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 13/5; 23/10; 23/10; 23/10; 21/10; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-26 02:27:54 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 23/20; 13/10; 6/5; 5/4; 11/10; 6/5; 6/5; 5/4; 5/4; 13/10; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 6/5; 5/4; 6/5; 5/4; 6/5; 5/4
Draw; 23/10; 23/10; 23/10; 23/10; 9/4; 11/5; 40/17; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 9/4; 2; 12/5; 
Tottenham; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 11/5; 12/5; 12/5; 23/10; 21/10; 9/4; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 13/5; 23/10; 40/17; 23/10; 21/10; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-26 10:27:55 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 23/20; 6/5; 23/20; 13/10; 6/5; 5/4; 11/10; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 5/4; 5/4; 6/5; 5/4; 6/5; 5/4; 13/10
Draw; 23/10; 23/10; 23/10; 23/10; 9/4; 11/5; 40/17; 9/4; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 9/4; 2; 12/5; 12/5; 
Tottenham; 12/5; 23/10; 12/5; 5/2; 12/5; 12/5; 11/5; 12/5; 12/5; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 12/5; 23/10; 40/17; 23/10; 21/10; 12/5; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-26 14:27:56 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 6/5; 6/5; 6/5; 23/20; 13/10; 6/5; 5/4; 11/10; 6/5; 6/5; 6/5; 5/4; 5/4; 5/4; 5/4; 11/10; 6/5; 6/5; 5/4; 6/5; 5/4; 5/4; 6/5; 6/5; 5/4; 5/4
Draw; 23/10; 23/10; 11/5; 23/10; 23/10; 9/4; 11/5; 40/17; 11/5; 23/10; 9/4; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 12/5; 9/4; 9/4; 9/4; 12/5; 23/10; 
Tottenham; 23/10; 23/10; 23/10; 12/5; 5/2; 12/5; 23/10; 11/5; 12/5; 9/4; 23/10; 23/10; 21/10; 23/10; 23/10; 21/10; 23/10; 12/5; 40/17; 12/5; 12/5; 23/10; 23/10; 12/5; 12/5; 5/2
META; english/premier-league/chelsea-v-tottenham; 2018-03-26 18:27:56 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
Chelsea; 5/4; 6/5; 13/10; 23/20; 27/20; 13/10; 13/10; 6/5; 13/10; 13/10; 5/4; 5/4; 5/4; 27/20; 13/10; 11/10; 13/10; 6/5; 17/13; 13/10; 11/8; 5/4; 13/10; 5/4; 5/4; 11/8; 13/10
Tottenham; 11/5; 23/10; 21/10; 12/5; 117/0; 23/10; 11/5; 21/10; 23/10; 21/10; 11/5; 21/10; 21/10; 43/20; 11/5; 21/10; 28/13; 12/5; 28/13; 23/10; 9/4; 11/5; 28/13; 11/5; 2; 11/5; 23/10
Draw; 23/10; 23/10; 11/5; 23/10; 49/20; 23/10; 9/4; 21/10; 40/17; 11/5; 9/4; 12/5; 12/5; 9/4; 23/10; 21/10; 9/4; 23/10; 12/5; 40/17; 23/10; 9/4; 9/4; 9/4; 2; 12/5; 12/5
META; english/premier-league/chelsea-v-tottenham; 2018-03-26 22:27:55 GMT+2; 2018-04-01 16:00; Nothing; Xlenovo
