META; english/championship/qpr-v-rotherham; 2017-03-12 00:20:11 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rotherham; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/qpr-v-rotherham; 2017-03-12 04:20:45 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rotherham; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/qpr-v-rotherham; 2017-03-12 08:21:07 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rotherham; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/qpr-v-rotherham; 2017-03-12 12:20:20 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; ; 1/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Draw; ; 14/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
Rotherham; ; 11/2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/qpr-v-rotherham; 2017-03-12 16:20:21 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 4/9; 1/2; ; 1/2; 1/2; ; 9/20; ; 1/2; 4/9; ; ; 1/2; ; ; 1/2; 17/35; ; 4/9; 7/15; ; ; 10/21; ; ; 4/9; ; 
Draw; 31/10; 14/5; ; 16/5; 10/3; ; 7/2; ; 7/2; 7/2; ; ; 16/5; ; ; 10/3; 3; ; 14/5; 58/19; ; ; 56/19; ; ; 10/3; ; 
Rotherham; 7; 11/2; ; 11/2; 13/2; ; 6; ; 11/2; 11/2; ; ; 11/2; ; ; 13/2; 28/5; ; 13/2; 113/19; ; ; 13/2; ; ; 33/5; ; 
META; english/championship/qpr-v-rotherham; 2017-03-12 20:21:33 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 4/9; 4/9; ; 1/2; 9/20; 12/25; 9/20; ; 1/2; 4/9; 4/9; ; 9/20; 4/9; 1/2; 1/2; 7/15; ; 4/9; 7/15; ; ; 6/13; 4/9; ; 4/9; ; 
Draw; 31/10; 18/5; 17/5; 16/5; 7/2; 7/2; 18/5; ; 7/2; 7/2; 13/4; ; 10/3; 16/5; 10/3; 10/3; 41/13; ; 3; 41/13; ; ; 31/10; 16/5; ; 10/3; ; 
Rotherham; 7; 11/2; 6; 11/2; 13/2; 6; 6; ; 11/2; 11/2; 11/2; ; 6; 7; 11/2; 13/2; 6; ; 13/2; 6; ; ; 13/2; 6; ; 31/5; ; 
META; english/championship/qpr-v-rotherham; 2017-03-13 00:19:59 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 4/9; 4/9; 40/85; 1/2; 9/20; 12/25; 9/20; ; 1/2; 4/9; 4/9; ; 9/20; 4/9; 1/2; 1/2; 7/15; ; 4/9; 7/15; ; 5/11; 6/13; 4/9; ; 4/9; ; 
Draw; 31/10; 18/5; 17/5; 16/5; 7/2; 7/2; 18/5; ; 7/2; 7/2; 13/4; ; 10/3; 16/5; 10/3; 10/3; 41/13; ; 3; 41/13; ; 57/17; 31/10; 16/5; ; 10/3; ; 
Rotherham; 7; 11/2; 6; 11/2; 13/2; 6; 6; ; 11/2; 11/2; 11/2; ; 6; 7; 11/2; 6; 6; ; 13/2; 6; ; 53/10; 13/2; 6; ; 31/5; ; 
META; english/championship/qpr-v-rotherham; 2017-03-13 04:19:41 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 4/9; 4/9; 40/85; 1/2; 9/20; 12/25; 9/20; ; 1/2; 4/9; 4/9; 4/9; 9/20; 4/9; 1/2; 1/2; 7/15; ; 4/9; 7/15; ; 5/11; 6/13; 4/9; ; 4/9; ; 
Draw; 31/10; 18/5; 17/5; 16/5; 7/2; 7/2; 18/5; ; 7/2; 7/2; 13/4; 7/2; 10/3; 16/5; 10/3; 10/3; 41/13; ; 3; 41/13; ; 57/17; 31/10; 16/5; ; 10/3; ; 
Rotherham; 7; 11/2; 6; 11/2; 13/2; 6; 6; ; 11/2; 11/2; 11/2; 11/2; 6; 7; 11/2; 6; 6; ; 13/2; 6; ; 53/10; 13/2; 6; ; 31/5; ; 
META; english/championship/qpr-v-rotherham; 2017-03-13 08:19:57 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 4/9; 4/9; 40/85; 1/2; 9/20; 12/25; 9/20; ; 1/2; 4/9; 4/9; 4/9; 9/20; 4/9; 1/2; 1/2; 7/15; ; 4/9; 7/15; ; 5/11; 6/13; 4/9; ; 4/9; ; 
Draw; 31/10; 18/5; 17/5; 16/5; 7/2; 7/2; 18/5; ; 7/2; 7/2; 13/4; 7/2; 10/3; 16/5; 10/3; 10/3; 41/13; ; 3; 41/13; ; 57/17; 31/10; 16/5; ; 10/3; ; 
Rotherham; 7; 11/2; 6; 11/2; 13/2; 6; 6; ; 11/2; 11/2; 11/2; 11/2; 6; 7; 11/2; 6; 6; ; 13/2; 6; ; 53/10; 13/2; 6; ; 31/5; ; 
META; english/championship/qpr-v-rotherham; 2017-03-13 12:20:50 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 4/9; 4/9; 40/85; 1/2; 9/20; 12/25; 9/20; 4/9; 1/2; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 4/9; 7/15; 5/11; 4/9; 7/15; 23/50; 5/11; 6/13; 4/9; ; 4/9; 4/9; 
Draw; 31/10; 18/5; 17/5; 16/5; 7/2; 7/2; 18/5; 7/2; 7/2; 7/2; 13/4; 7/2; 10/3; 16/5; 7/2; 7/2; 16/5; 17/5; 3; 16/5; 18/5; 57/17; 31/10; 16/5; ; 10/3; 10/3; 
Rotherham; 7; 11/2; 6; 11/2; 13/2; 11/2; 6; 6; 11/2; 11/2; 11/2; 11/2; 6; 7; 6; 6; 6; 11/2; 13/2; 6; 15/2; 53/10; 13/2; 6; ; 31/5; 6; 
META; english/championship/qpr-v-rotherham; 2017-03-13 16:23:23 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 4/9; 4/9; 40/85; 1/2; 9/20; 12/25; 9/20; 4/9; 1/2; 4/9; 4/9; 4/9; 9/20; 4/9; 4/9; 4/9; 4/9; 5/11; 4/9; 4/9; 47/100; 7/15; 6/13; 4/9; 17/35; ; 4/9; 4/9; 4/9
Rotherham; 6; 5; 6; 13/2; 13/2; 11/2; 6; 6; 11/2; 6; 11/2; 6; 13/2; 6; 6; 6; 25/4; 11/2; 13/2; 25/4; 7; 28/5; 13/2; 6; 13/2; ; 31/5; 6; 31/5
META; english/championship/qpr-v-rotherham; 2017-03-17 11:47:07 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 4/9; 4/9; 4/9; 9/20; 1/2; 9/20; 1/2; 4/9; 5/11; 4/9; 4/9; 23/50; 10/21; 4/9; 4/9; 6/13; ; 4/9; 4/9; 4/9
Draw; 15/4; 7/2; 18/5; 10/3; 18/5; 18/5; 15/4; 7/2; 7/2; 10/3; 16/5; 10/3; 7/2; 7/2; 15/4; 7/2; 7/2; 17/5; 10/3; 7/2; 15/4; 38/11; 57/17; 7/2; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 13/2; 11/2; 6; 6; 11/2; 6; 11/2; 6; 13/2; 6; 6; 6; 25/4; 11/2; 13/2; 25/4; 7; 28/5; 13/2; 6; 13/2; ; 31/5; 6; 31/5
META; english/championship/qpr-v-rotherham; 2017-03-17 12:22:13 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 4/9; 4/9; 4/9; 9/20; 1/2; 9/20; 1/2; 4/9; 5/11; 4/9; 4/9; 23/50; 10/21; 4/9; 4/9; 6/13; ; 4/9; 4/9; 1/2
Draw; 15/4; 7/2; 18/5; 10/3; 18/5; 18/5; 15/4; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 15/4; 7/2; 7/2; 17/5; 10/3; 7/2; 15/4; 38/11; 57/17; 7/2; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 6; 6; 6; 6; 11/2; 13/2; 6; 7; 28/5; 13/2; 6; 13/2; ; 6; 6; 6
META; english/championship/qpr-v-rotherham; 2017-03-17 13:08:10 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 4/9; 4/9; 4/9; 9/20; 1/2; 9/20; 1/2; 4/9; 5/11; 4/9; 4/9; 12/25; 10/21; 4/9; 4/9; 6/13; ; 4/9; 4/9; 1/2
Draw; 15/4; 7/2; 18/5; 10/3; 18/5; 18/5; 15/4; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 15/4; 7/2; 7/2; 17/5; 10/3; 7/2; 37/10; 38/11; 57/17; 7/2; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 6; 6; 6; 6; 11/2; 13/2; 6; 13/2; 28/5; 13/2; 6; 13/2; ; 6; 29/5; 6
META; english/championship/qpr-v-rotherham; 2017-03-17 13:46:52 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 4/9; 4/9; 4/9; 9/20; 1/2; 9/20; 1/2; 4/9; 5/11; 4/9; 4/9; 12/25; 10/21; 4/9; 4/9; 6/13; ; 4/9; 4/9; 1/2
Draw; 15/4; 7/2; 18/5; 10/3; 18/5; 18/5; 15/4; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 15/4; 7/2; 7/2; 17/5; 10/3; 7/2; 37/10; 38/11; 57/17; 7/2; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 6; 6; 6; 13/2; 6; 6; 6; 6; 11/2; 13/2; 6; 13/2; 28/5; 13/2; 6; 13/2; ; 6; 29/5; 6
META; english/championship/qpr-v-rotherham; 2017-03-17 16:21:37 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 12/25; 1/2; 4/9; 1/2; 6/13; ; 4/9; 4/9; 4/9
Draw; 15/4; 7/2; 7/2; 10/3; 18/5; 18/5; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 13/2; 53/10; 13/2; 11/2; 13/2; ; 6; 6; 6
META; english/championship/qpr-v-rotherham; 2017-03-17 17:46:53 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 12/25; 1/2; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 15/4; 7/2; 7/2; 10/3; 18/5; 18/5; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 13/2; 53/10; 13/2; 11/2; 13/2; ; 32/5; 29/5; 6
META; english/championship/qpr-v-rotherham; 2017-03-17 18:40:15 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 12/25; 1/2; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 15/4; 7/2; 7/2; 10/3; 18/5; 18/5; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 13/2; 53/10; 13/2; 11/2; 13/2; ; 31/5; 29/5; 6
META; english/championship/qpr-v-rotherham; 2017-03-17 19:46:54 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 1/2; 1/2; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 15/4; 7/2; 7/2; 10/3; 7/2; 18/5; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 73/20; 38/11; 57/17; 10/3; 17/5; ; 7/2; 3; 10/3
Rotherham; 6; 5; 6; 6; 13/2; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 31/5; 53/10; 13/2; 11/2; 13/2; ; 31/5; 29/5; 6
META; english/championship/qpr-v-rotherham; 2017-03-17 20:22:17 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 1/2; 1/2; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 15/4; 7/2; 7/2; 10/3; 7/2; 18/5; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 73/20; 38/11; 57/17; 10/3; 17/5; ; 7/2; 3; 10/3
Rotherham; 6; 5; 6; 6; 13/2; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 31/5; 53/10; 13/2; 11/2; 13/2; ; 31/5; 29/5; 6
META; english/championship/qpr-v-rotherham; 2017-03-17 21:46:09 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; ; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 1/2; 1/2; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 18/5; 7/2; 7/2; 10/3; 7/2; 7/2; 15/4; 7/2; 7/2; 10/3; 7/2; 7/2; ; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 73/20; 38/11; 57/17; 10/3; 17/5; ; 7/2; 3; 10/3
Rotherham; 6; 5; 6; 6; 13/2; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; ; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 31/5; 53/10; 13/2; 11/2; 13/2; ; 31/5; 29/5; 6
META; english/championship/qpr-v-rotherham; 2017-03-17 23:46:10 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 18/5; 7/2; 7/2; 10/3; 18/5; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 7/2; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 63/10; 11/2; 13/2; 11/2; 13/2; ; 31/5; 6; 32/5
META; english/championship/qpr-v-rotherham; 2017-03-18 00:21:00 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 
Draw; 18/5; 7/2; 7/2; 10/3; 18/5; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 7/2; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 63/10; 11/2; 13/2; 11/2; 13/2; ; 31/5; 6; 
META; english/championship/qpr-v-rotherham; 2017-03-18 00:56:54 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 18/5; 7/2; 7/2; 10/3; 18/5; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 6; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 63/10; 11/2; 13/2; 11/2; 13/2; ; 31/5; 31/5; 32/5
META; english/championship/qpr-v-rotherham; 2017-03-18 01:45:39 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 18/5; 7/2; 7/2; 10/3; 18/5; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 6; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 63/10; 11/2; 13/2; 11/2; 13/2; ; 31/5; 31/5; 32/5
META; english/championship/qpr-v-rotherham; 2017-03-18 03:45:41 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 18/5; 7/2; 7/2; 10/3; 18/5; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 63/10; 11/2; 13/2; 11/2; 13/2; ; 31/5; 6; 31/5
META; english/championship/qpr-v-rotherham; 2017-03-18 04:20:49 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 
Draw; 18/5; 7/2; 7/2; 10/3; 18/5; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 63/10; 11/2; 13/2; 11/2; 13/2; ; 6; 6; 
META; english/championship/qpr-v-rotherham; 2017-03-18 05:45:44 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 1/2; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 18/5; 7/2; 7/2; 10/3; 7/2; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 63/10; 11/2; 13/2; 11/2; 13/2; ; 6; 6; 31/5
META; english/championship/qpr-v-rotherham; 2017-03-18 06:33:03 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 1/2; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 18/5; 7/2; 7/2; 10/3; 7/2; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 63/10; 11/2; 13/2; 11/2; 13/2; ; 6; 6; 31/5
META; english/championship/qpr-v-rotherham; 2017-03-18 07:46:08 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 1/2; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 18/5; 7/2; 7/2; 10/3; 7/2; 7/2; 18/5; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 7/2; 10/3; 7/2; 38/11; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 59/10; 63/10; 11/2; 13/2; 11/2; 13/2; ; 6; 6; 31/5
META; english/championship/qpr-v-rotherham; 2017-03-18 08:21:50 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 9/20; 12/25; 1/2; 2/5; ; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 1/2; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 18/5; 7/2; 18/5; 10/3; 18/5; 18/5; 18/5; 7/2; ; 10/3; 7/2; 10/3; 7/2; 18/5; 10/3; 7/2; 38/11; 17/5; 10/3; 57/17; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 10/3; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; ; 11/2; 6; 11/2; 6; 6; 6; 6; 59/10; 11/2; 13/2; 60/11; 63/10; 11/2; 13/2; 11/2; 13/2; ; 6; 6; 31/5
META; english/championship/qpr-v-rotherham; 2017-03-18 09:46:05 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 1/2; 1/2; 1/2; 1/2; 12/25; 1/2; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 1/2; 5/11; 4/9; 7/15; 49/100; 10/21; 4/9; 1/2; 6/13; ; 4/9; 4/9; 1/2
Draw; 18/5; 7/2; 18/5; 10/3; 7/2; 18/5; 18/5; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 18/5; 10/3; 7/2; 57/17; 17/5; 10/3; 38/11; 37/10; 38/11; 57/17; 10/3; 17/5; ; 7/2; 7/2; 10/3
Rotherham; 6; 5; 6; 6; 6; 11/2; 6; 6; 11/2; 11/2; 6; 11/2; 6; 6; 6; 6; 60/11; 11/2; 13/2; 6; 63/10; 11/2; 13/2; 11/2; 13/2; ; 6; 6; 31/5
META; english/championship/qpr-v-rotherham; 2017-03-18 11:45:58 GMT+2; 2017-03-18 15:00; e70300-dr003
QPR; 1/2; 4/9; 1/2; 1/2; 1/2; 12/25; 9/20; 2/5; 1/2; 10/21; 4/9; 4/9; 12/25; 1/2; 1/2; 1/2; 7/15; 5/11; 4/9; 7/15; 12/25; 10/21; 5/11; 1/2; 10/21; ; 4/9; 4/9; 4/9
Draw; 18/5; 18/5; 18/5; 10/3; 7/2; 18/5; 18/5; 7/2; 7/2; 10/3; 7/2; 10/3; 7/2; 18/5; 10/3; 7/2; 7/2; 17/5; 10/3; 7/2; 37/10; 38/11; 17/5; 7/2; 7/2; ; 7/2; 7/2; 10/3
