META; english/premier-league/burnley-v-tottenham; 2017-03-05 00:16:50 GMT+2; 2017-04-01 15:00; e70300-dr003
Draw; 13/5; 29/10; 29/10; 3; 3; 11/4; 31/10; 14/5; 3; 14/5; 11/4; 14/5; 3; 3; 16/5; 31/10; 3; 3; 3; 3; 63/20; 16/5; 3; 14/5; 3; ; ; ; 
Burnley; 6; 9/2; 19/4; 9/2; 11/2; 11/2; 21/4; 11/2; 19/4; 9/2; 9/2; 9/2; 19/4; 19/5; 19/4; 11/2; 19/4; 5; 9/2; 19/4; 11/2; 23/5; 9/2; 9/2; 9/2; ; ; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-19 16:15:48 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 4/7; 8/13; 8/13; 6/10; 8/13; 11/20; 8/13; 1/2; 4/7; 3/5; 6/10; 8/13; 4/7; 4/7; 4/7; 8/13; 10/17; 8/15; 4/7; 10/17; 8/13; ; 3/5; 6/10; 3/5; ; ; ; 4/7
Draw; 13/5; 29/10; 29/10; 3; 16/5; 11/4; 31/10; 14/5; 3; 14/5; 11/4; 14/5; 3; 29/10; 16/5; 31/10; 3; 3; 3; 3; 63/20; ; 3; 14/5; 3; ; ; ; 3
Burnley; 11/2; 9/2; 9/2; 9/2; 5; 11/2; 5; 11/2; 19/4; 9/2; 17/4; 9/2; 19/4; 15/4; 19/4; 11/2; 47/10; 5; 9/2; 47/10; 11/2; ; 9/2; 9/2; 9/2; ; ; ; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-19 20:15:44 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 4/7; 8/13; 13/20; 6/10; 8/13; 11/20; 8/13; 1/2; 8/13; 8/13; 6/10; 8/13; 3/5; 6/10; 4/7; 8/13; 10/17; 8/15; 4/7; 10/17; 8/13; 8/13; 3/5; 6/10; 3/5; ; ; ; 4/7
Draw; 13/5; 29/10; 29/10; 3; 3; 11/4; 31/10; 14/5; 3; 14/5; 27/10; 14/5; 3; 29/10; 16/5; 31/10; 3; 3; 3; 3; 63/20; 41/13; 3; 14/5; 3; ; ; ; 3
Burnley; 11/2; 9/2; 9/2; 9/2; 9/2; 11/2; 5; 11/2; 9/2; 9/2; 21/5; 9/2; 9/2; 18/5; 19/4; 11/2; 47/10; 5; 9/2; 47/10; 11/2; 41/10; 9/2; 9/2; 9/2; ; ; ; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-20 00:15:31 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 4/7; 8/13; 4/6; 6/10; 8/13; 11/20; 13/20; 8/15; 8/13; 8/13; 8/13; 8/13; 3/5; 8/13; 8/13; 4/6; 11/18; 4/7; 4/7; 11/18; 8/13; 8/13; 3/5; 6/10; 3/5; ; ; ; 4/7
Draw; 13/5; 29/10; 14/5; 3; 3; 11/4; 3; 14/5; 3; 14/5; 27/10; 14/5; 59/20; 11/4; 3; 31/10; 56/19; 3; 3; 56/19; 63/20; 41/13; 3; 11/4; 3; ; ; ; 3
Burnley; 11/2; 17/4; 17/4; 9/2; 9/2; 11/2; 19/4; 5; 9/2; 17/4; 4; 9/2; 9/2; 15/4; 9/2; 5; 19/4; 9/2; 9/2; 19/4; 11/2; 41/10; 9/2; 9/2; 9/2; ; ; ; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-20 04:15:25 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 3/5; 8/13; 4/6; 6/10; 4/6; 11/20; 13/20; 8/15; 8/13; 8/13; 8/13; 8/13; 3/5; 8/13; 8/13; 4/6; 11/18; 4/7; 4/7; 11/18; 8/13; 8/13; 3/5; 8/13; 3/5; ; ; ; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 11/4; 3; 14/5; 3; 14/5; 27/10; 14/5; 59/20; 11/4; 3; 31/10; 56/19; 3; 3; 56/19; 63/20; 41/13; 3; 11/4; 3; ; ; ; 3
Burnley; 5; 17/4; 17/4; 9/2; 9/2; 11/2; 19/4; 5; 9/2; 17/4; 4; 9/2; 9/2; 18/5; 9/2; 5; 47/10; 9/2; 9/2; 47/10; 11/2; 41/10; 9/2; 9/2; 9/2; ; ; ; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-20 08:15:25 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 3/5; 8/13; 4/6; 6/10; 4/6; 11/20; 13/20; 8/15; 8/13; 8/13; 8/13; 8/13; 3/5; 8/13; 8/13; 4/6; 11/18; 4/7; 4/7; 8/13; 8/13; 8/13; 3/5; 8/13; 3/5; ; ; ; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 11/4; 3; 14/5; 3; 14/5; 27/10; 14/5; 59/20; 27/10; 3; 31/10; 29/10; 3; 3; 29/10; 63/20; 41/13; 3; 11/4; 3; ; ; ; 3
Burnley; 5; 17/4; 17/4; 9/2; 9/2; 11/2; 19/4; 5; 9/2; 17/4; 4; 9/2; 9/2; 19/5; 9/2; 5; 19/4; 9/2; 9/2; 9/2; 11/2; 41/10; 9/2; 9/2; 9/2; ; ; ; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-20 12:15:29 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 3/5; 4/6; 4/6; 6/10; 4/6; 11/20; 13/20; 8/13; 8/13; 8/13; 8/13; 8/13; 3/5; 8/13; 8/13; 4/6; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 14/5; 14/5; 3; 11/4; 11/4; 3; 11/4; 3; 14/5; 27/10; 14/5; 59/20; 27/10; 3; 3; 56/19; 3; 3; 56/19; 31/10; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 4; 17/4; 9/2; 9/2; 11/2; 19/4; 4; 9/2; 17/4; 4; 9/2; 9/2; 19/5; 9/2; 5; 47/10; 9/2; 9/2; 47/10; 5; 41/10; 9/2; 9/2; 9/2; ; ; 9/2; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-20 16:15:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 3/5; 4/6; 4/6; 6/10; 4/6; 8/15; 13/20; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 4/6; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 14/5; 14/5; 3; 11/4; 3; 3; 11/4; 3; 14/5; 27/10; 14/5; 59/20; 27/10; 3; 3; 29/10; 3; 3; 29/10; 31/10; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 4; 17/4; 9/2; 9/2; 5; 19/4; 4; 9/2; 17/4; 4; 9/2; 17/4; 19/5; 9/2; 5; 79/17; 9/2; 9/2; 79/17; 5; 41/10; 9/2; 9/2; 9/2; ; ; 22/5; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-20 20:15:26 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 3/5; 4/6; 13/20; 6/10; 8/13; 8/15; 3/5; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 6/10; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 6/10; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 14/5; 29/10; 3; 11/4; 3; 31/10; 11/4; 3; 14/5; 11/4; 14/5; 59/20; 27/10; 3; 29/10; 56/19; 3; 3; 56/19; 31/10; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 4; 9/2; 9/2; 5; 5; 21/4; 4; 9/2; 17/4; 17/4; 4; 17/4; 4; 9/2; 9/2; 47/10; 9/2; 9/2; 47/10; 5; 41/10; 9/2; 9/2; 9/2; ; ; 22/5; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-21 00:15:27 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 3/5; 4/6; 13/20; 6/10; 8/13; 8/15; 3/5; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 4/7; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 6/10; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 14/5; 29/10; 3; 11/4; 3; 31/10; 11/4; 3; 14/5; 11/4; 14/5; 59/20; 27/10; 3; 29/10; 56/19; 3; 3; 56/19; 31/10; 3; 3; 11/4; 3; ; ; 11/4; 3
Burnley; 5; 4; 9/2; 9/2; 5; 5; 21/4; 4; 9/2; 17/4; 17/4; 4; 17/4; 4; 9/2; 9/2; 47/10; 9/2; 9/2; 47/10; 5; 41/10; 9/2; 9/2; 9/2; ; ; 22/5; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-21 04:15:26 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 4/6; 13/20; 6/10; 8/13; 8/15; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 6/10; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 14/5; 29/10; 3; 11/4; 3; 31/10; 11/4; 3; 14/5; 27/10; 14/5; 59/20; 27/10; 3; 29/10; 56/19; 3; 3; 56/19; 31/10; 3; 3; 11/4; 3; ; ; 11/4; 3
Burnley; 5; 4; 9/2; 9/2; 5; 5; 5; 4; 9/2; 17/4; 21/5; 4; 17/4; 4; 9/2; 9/2; 47/10; 9/2; 9/2; 47/10; 5; 41/10; 9/2; 9/2; 9/2; ; ; 22/5; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-21 08:15:25 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 4/6; 13/20; 6/10; 8/13; 13/20; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 6/10; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 14/5; 29/10; 3; 3; 3; 31/10; 11/4; 3; 14/5; 27/10; 14/5; 59/20; 27/10; 3; 29/10; 56/19; 3; 3; 56/19; 31/10; 3; 3; 11/4; 3; ; ; 11/4; 3
Burnley; 5; 4; 9/2; 9/2; 9/2; 460/100; 5; 4; 9/2; 17/4; 21/5; 4; 17/4; 4; 9/2; 9/2; 47/10; 9/2; 9/2; 47/10; 5; 41/10; 9/2; 9/2; 9/2; ; ; 22/5; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-21 12:15:39 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 13/20; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 6/10; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 29/10; 3; 3; 3; 31/10; 11/4; 3; 14/5; 27/10; 14/5; 59/20; 27/10; 3; 29/10; 56/19; 3; 3; 56/19; 31/10; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 9/2; 460/100; 5; 4; 9/2; 17/4; 21/5; 4; 17/4; 4; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-21 16:15:36 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 13/20; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 6/10; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 29/10; 3; 3; 3; 31/10; 11/4; 3; 14/5; 27/10; 14/5; 59/20; 27/10; 3; 29/10; 56/19; 3; 3; 56/19; 31/10; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 9/2; 460/100; 5; 4; 9/2; 17/4; 21/5; 4; 17/4; 4; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 24/5
META; english/premier-league/burnley-v-tottenham; 2017-03-22 00:15:26 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 13/20; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 29/10; 3; 3; 3; 31/10; 11/4; 3; 14/5; 27/10; 14/5; 59/20; 3; 3; 29/10; 29/10; 3; 3; 29/10; 31/10; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 9/2; 470/100; 5; 4; 9/2; 9/2; 21/5; 4; 17/4; 9/2; 9/2; 9/2; 19/4; 9/2; 9/2; 19/4; 5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 5
META; english/premier-league/burnley-v-tottenham; 2017-03-22 08:15:26 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 13/20; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 11/4; 3; 14/5; 27/10; 14/5; 59/20; 3; 3; 14/5; 29/10; 3; 3; 29/10; 31/10; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 470/100; 21/4; 4; 9/2; 9/2; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 24/5; 9/2; 9/2; 24/5; 5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 5
META; english/premier-league/burnley-v-tottenham; 2017-03-23 13:19:20 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 3; 14/5; 27/10; 3; 59/20; 3; 3; 14/5; 56/19; 3; 3; 56/19; 63/20; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 470/100; 21/4; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-23 16:15:38 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 3; 14/5; 27/10; 3; 59/20; 3; 3; 14/5; 56/19; 3; 3; 56/19; 63/20; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 470/100; 21/4; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-23 20:15:36 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 3; 14/5; 27/10; 3; 59/20; 3; 3; 14/5; 56/19; 3; 3; 56/19; 63/20; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 470/100; 21/4; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-24 00:15:30 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 3; 14/5; 27/10; 3; 59/20; 3; 3; 14/5; 56/19; 3; 3; 56/19; 63/20; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 470/100; 21/4; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-24 04:15:29 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 3; 14/5; 27/10; 3; 59/20; 3; 3; 14/5; 56/19; 3; 3; 56/19; 63/20; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 470/100; 21/4; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-24 12:15:32 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 3; 14/5; 27/10; 3; 59/20; 3; 3; 14/5; 56/19; 3; 3; 56/19; 63/20; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 470/100; 21/4; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-24 16:15:39 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 8/13; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 3; 14/5; 27/10; 3; 59/20; 3; 3; 14/5; 56/19; 3; 3; 56/19; 63/20; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 470/100; 21/4; 9/2; 9/2; 9/2; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-24 20:15:50 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 13/20; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 3/5; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 14/5; 14/5; 27/10; 14/5; 59/20; 3; 3; 14/5; 29/10; 3; 3; 29/10; 63/20; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 460/100; 21/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 47/10; 9/2; 9/2; 47/10; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-25 00:15:34 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 13/20; 8/13; 8/13; 8/13; ; 6/10; 8/13; 8/13; 13/20; 8/13; 8/13; 8/13; 4/7; 4/7; 8/13; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 14/5; ; 27/10; 14/5; 59/20; 3; 3; 14/5; 29/10; 3; 3; 29/10; 63/20; 3; 3; 11/4; 3; ; ; 14/5; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 460/100; 21/4; 9/2; 9/2; ; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 9/2; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-25 04:15:40 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 13/20; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 8/13; 8/13; 8/13; 4/7; 4/7; 8/13; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 14/5; 14/5; 27/10; 14/5; 59/20; 3; 3; 14/5; 29/10; 3; 3; 29/10; 63/20; 3; 3; 11/4; 3; ; ; 27/10; 3
Burnley; 5; 9/2; 9/2; 9/2; 5; 460/100; 21/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 21/5; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-25 08:15:44 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 8/13; 6/10; 8/13; 13/20; 8/13; 8/13; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 8/13; 8/13; 8/13; 4/7; 4/7; 8/13; 33/50; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 4/7
Draw; 13/5; 29/10; 14/5; 3; 11/4; 3; 3; 29/10; 14/5; 14/5; 27/10; 14/5; 59/20; 3; 3; 14/5; 29/10; 3; 3; 29/10; 63/20; 3; 3; 11/4; 3; ; ; 27/10; 3
Burnley; 5; 9/2; 19/4; 9/2; 5; 460/100; 21/4; 9/2; 9/2; 17/4; 17/4; 4; 9/2; 24/5; 9/2; 9/2; 23/5; 9/2; 9/2; 23/5; 24/5; 41/10; 9/2; 9/2; 9/2; ; ; 21/5; 23/5
META; english/premier-league/burnley-v-tottenham; 2017-03-26 04:15:21 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 13/20; 13/20; 8/13; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 8/13; 8/13; 8/13; 4/7; 4/7; 8/13; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 
Draw; 13/5; 29/10; 14/5; 3; 3; 3; 31/10; 29/10; 14/5; 14/5; 27/10; 14/5; 59/20; 3; 3; 29/10; 29/10; 3; 3; 29/10; 31/10; 3; 3; 11/4; 3; ; ; 14/5; 
Burnley; 5; 9/2; 9/2; 9/2; 9/2; 460/100; 19/4; 9/2; 9/2; 17/4; 17/4; 9/2; 9/2; 24/5; 9/2; 9/2; 23/5; 9/2; 9/2; 23/5; 5; 41/10; 9/2; 9/2; 9/2; ; ; 22/5; 
META; english/premier-league/burnley-v-tottenham; 2017-03-26 08:15:35 GMT+2; ; e70300-dr003
Any other not listed; ; ; ; ; ; ; ; ; 8/11; ; ; ; ; ; ; ; ; 19/20; ; ; ; ; ; ; ; ; ; ; 
Angela Merkel; ; 5/6; ; ; ; ; ; 10/11; 1; ; ; ; ; ; ; ; ; 4/5; ; ; ; ; ; ; ; ; 5/6; ; 
Martin Schulz; ; 11/8; ; ; ; ; ; 11/10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 6/4; ; 
Frauke Petry; ; 8; ; ; ; ; ; 9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 9; ; 
Christian Lindner; ; 50; ; ; ; ; ; 25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 47; ; 
Sigmar Gabriel; ; 66; ; ; ; ; ; 50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 21/5; ; 
Frank-Walter Steinmeier; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 20/21; ; 
META; english/premier-league/burnley-v-tottenham; 2017-03-26 12:15:20 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 13/20; 6/10; 8/13; 13/20; 13/20; 8/13; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 4/7; 
Draw; 13/5; 29/10; 14/5; 3; 3; 3; 31/10; 29/10; 3; 14/5; 27/10; 14/5; 59/20; 3; 3; 29/10; 29/10; 3; 3; 29/10; 31/10; 3; 3; 11/4; 3; ; ; 14/5; 
Burnley; 5; 9/2; 9/2; 9/2; 9/2; 460/100; 19/4; 9/2; 9/2; 17/4; 17/4; 9/2; 9/2; 24/5; 9/2; 9/2; 79/17; 9/2; 9/2; 79/17; 5; 41/10; 9/2; 9/2; 9/2; ; ; 23/5; 
META; english/premier-league/burnley-v-tottenham; 2017-03-26 16:15:32 GMT+2; 2017-04-01 15:00; e70300-dr003
Tottenham; 8/13; 8/13; 8/13; 6/10; 8/13; 13/20; 13/20; 8/13; 8/13; 8/13; 6/10; 8/13; 8/13; 13/20; 8/13; 8/13; 11/18; 4/7; 4/7; 11/18; 13/20; 11/17; 3/5; 8/13; 3/5; ; ; 8/13; 
