META; english/championship/leeds-v-brighton; 2017-03-11 22:20:35 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Leeds; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/20; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 02:19:43 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Leeds; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 06:19:57 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Leeds; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 10:20:34 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Leeds; ; 8/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/12; ; 
Draw; ; 11/5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 1/50; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 14:20:10 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; 8/5; 8/5; ; ; 13/8; ; 13/8; ; ; 6/4; ; ; 13/8; ; ; 7/4; 17/11; ; 6/4; 17/11; ; ; 17/11; ; ; 7/5; ; 
Leeds; 17/10; 8/5; ; ; 9/5; ; 7/4; ; ; 19/10; ; ; 17/10; ; ; 7/4; 17/10; ; 9/5; 17/10; ; ; 9/5; ; ; 6/4; ; 
Draw; 9/4; 11/5; ; ; 23/10; ; 9/4; ; ; 11/5; ; ; 9/4; ; ; 12/5; 11/5; ; 9/4; 11/5; ; ; 9/4; ; ; 19/10; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 18:20:08 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; 5/4; 7/5; ; 29/20; 11/8; 27/20; 13/10; ; 13/10; 13/10; ; ; 11/8; 13/10; 13/10; 7/5; 13/10; ; 27/20; 13/10; ; ; 23/17; 5/4; ; 7/5; ; 
Leeds; 11/5; 15/8; ; 19/10; 11/5; 9/4; 11/5; ; 11/5; 21/10; ; ; 2; 21/10; 11/5; 11/5; 39/19; ; 19/10; 39/19; ; ; 37/19; 11/5; ; 2; ; 
Draw; 23/10; 11/5; ; 9/4; 9/4; 9/4; 23/10; ; 23/10; 9/4; ; ; 9/4; 23/10; 23/10; 12/5; 11/5; ; 23/10; 11/5; ; ; 23/10; 11/5; ; 2; ; 
META; english/championship/leeds-v-brighton; 2017-03-12 22:20:15 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; 5/4; 13/10; 13/10; 29/20; 11/8; 27/20; 13/10; ; 13/10; 13/10; 5/4; ; 5/4; 13/10; 13/10; 13/10; 5/4; ; 13/10; 5/4; ; 17/13; 13/10; 5/4; ; 7/5; ; 
Leeds; 11/5; 21/10; 9/4; 19/10; 9/4; 9/4; 11/5; ; 11/5; 21/10; 21/10; ; 11/5; 21/10; 11/5; 11/5; 28/13; ; 21/10; 28/13; ; 39/19; 28/13; 11/5; ; 2; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 11/5; 9/4; 23/10; ; 23/10; 9/4; 21/10; ; 9/4; 23/10; 23/10; 23/10; 11/5; ; 9/4; 11/5; ; 21/10; 9/4; 11/5; ; 11/5; ; 
META; english/championship/leeds-v-brighton; 2017-03-13 02:21:03 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; 5/4; 13/10; 13/10; 29/20; 11/8; 27/20; 13/10; ; 13/10; 13/10; 5/4; ; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; 13/10; ; 17/13; 13/10; 5/4; ; 7/5; ; 
Leeds; 11/5; 21/10; 9/4; 19/10; 9/4; 9/4; 11/5; ; 11/5; 21/10; 21/10; ; 11/5; 21/10; 11/5; 11/5; 28/13; ; 21/10; 28/13; ; 39/19; 28/13; 11/5; ; 2; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; ; 23/10; 9/4; 21/10; ; 9/4; 23/10; 23/10; 23/10; 11/5; ; 9/4; 11/5; ; 21/10; 9/4; 11/5; ; 11/5; ; 
META; english/championship/leeds-v-brighton; 2017-03-13 06:22:10 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; 5/4; 13/10; 13/10; 29/20; 11/8; 27/20; 13/10; ; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; ; 13/10; 13/10; ; 17/13; 13/10; 5/4; ; 7/5; ; 
Leeds; 11/5; 21/10; 9/4; 19/10; 9/4; 9/4; 11/5; ; 11/5; 21/10; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 28/13; ; 21/10; 28/13; ; 39/19; 28/13; 11/5; ; 2; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; ; 23/10; 9/4; 21/10; 11/5; 9/4; 23/10; 23/10; 23/10; 11/5; ; 9/4; 11/5; ; 21/10; 9/4; 11/5; ; 11/5; ; 
META; english/championship/leeds-v-brighton; 2017-03-13 10:19:37 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; 5/4; 13/10; 13/10; 29/20; 11/8; 27/20; 13/10; ; 13/10; 13/10; 5/4; 13/10; 5/4; 13/10; 13/10; 13/10; 13/10; 23/17; 13/10; 13/10; ; 17/13; 13/10; 5/4; ; 7/5; ; 
Leeds; 11/5; 21/10; 9/4; 19/10; 11/5; 9/4; 11/5; ; 11/5; 21/10; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 28/13; 21/10; 21/10; 28/13; ; 39/19; 28/13; 11/5; ; 2; ; 
Draw; 23/10; 23/10; 11/5; 9/4; 9/4; 9/4; 23/10; ; 23/10; 9/4; 21/10; 11/5; 9/4; 23/10; 23/10; 23/10; 11/5; 21/10; 9/4; 11/5; ; 21/10; 9/4; 11/5; ; 11/5; ; 
META; english/championship/leeds-v-brighton; 2017-03-13 14:21:02 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; 5/4; 11/8; 27/20; 29/20; 7/5; 11/8; 11/8; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 13/10; 11/8; 13/10; 23/17; 13/10; 13/10; 6/4; 11/8; 13/10; 13/10; ; 7/5; 7/5; 7/5
Leeds; 11/5; 21/10; 11/5; 19/10; 11/5; 11/5; 21/10; 21/10; 11/5; 21/10; 21/10; 11/5; 11/5; 21/10; 11/5; 11/5; 28/13; 21/10; 21/10; 28/13; 43/20; 28/13; 28/13; 21/10; ; 2; 19/10; 21/10
Draw; 23/10; 11/5; 11/5; 9/4; 11/5; 9/4; 23/10; 9/4; 23/10; 9/4; 21/10; 11/5; 9/4; 23/10; 23/10; 9/4; 9/4; 21/10; 9/4; 9/4; 23/10; 9/4; 9/4; 11/5; ; 11/5; 21/10; 23/10
META; english/championship/leeds-v-brighton; 2017-03-13 18:22:18 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; 5/4; 13/10; 13/10; 11/8; 11/8; 27/20; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 5/4; 13/10; 13/10; 13/10; 23/17; 13/10; 13/10; 6/4; 11/8; 13/10; 5/4; 4/3; ; 13/10; 13/10; 11/8
Brighton; 29/20; 7/5; 6/4; 6/4; 7/5; 29/20; 29/20; 7/5; 7/5; 7/5; 7/5; 11/8; 7/5; 6/4; 6/4; 7/5; 7/5; 23/17; 13/10; 7/5; 6/4; 17/12; 13/10; 7/5; 4/3; ; 7/5; 7/5; 7/5
Leeds ; 11/5; 21/10; 11/5; 21/10; 11/5; 43/20; 11/5; 21/10; 85/40; 2; 2; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 21/10; 21/10; 43/20; 39/19; 28/13; 21/10; 11/5; ; 2; 2; 2
Draw; 9/4; 23/10; 11/5; 11/5; 11/5; 11/5; 9/4; 11/5; 11/5; 21/10; 9/4; 21/10; 9/4; 23/10; 9/4; 9/4; 11/5; 21/10; 9/4; 11/5; 23/10; 11/5; 9/4; 11/5; 23/10; ; 11/5; 11/5; 9/4
META; english/championship/leeds-v-brighton; 2017-03-18 14:23:50 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; 29/20; 13/10; 7/5; 29/20; 29/20; 7/5; 11/8; 6/4; 7/5; 13/10; 7/5; 7/5; 7/5; 29/20; 6/4; 16/11; 23/17; 23/17; 13/10; 23/17; 29/20; 11/8; 13/10; 11/8; 4/3; ; 11/8; 7/5; 7/5
Leeds ; 11/5; 9/4; 23/10; 21/10; 21/10; 11/5; 23/10; 2; 85/40; 21/10; 21/10; 11/5; 21/10; 9/4; 21/10; 11/5; 11/5; 11/5; 21/10; 11/5; 9/4; 11/5; 28/13; 11/5; 11/5; ; 21/10; 21/10; 23/10
Draw; 9/4; 9/4; 11/5; 9/4; 11/5; 11/5; 23/10; 2; 11/5; 11/5; 9/4; 11/5; 9/4; 23/10; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 28/13; 9/4; 11/5; 23/10; ; 11/5; 11/5; 23/10
META; english/championship/leeds-v-brighton; 2017-03-18 18:23:10 GMT+2; 2017-03-18 17:30; Nothing; Xlenovo
Brighton; 29/20; 7/5; 29/20; 29/20; 29/20; 29/20; 6/4; 6/4; 7/5; 7/5; 29/20; 7/5; 7/5; 6/4; 6/4; 16/11; 7/5; 23/17; 13/10; 7/5; 29/20; 13/9; 13/10; 7/5; 4/3; ; 7/5; 7/5; 7/5
Leeds ; 11/5; 21/10; 9/4; 21/10; 21/10; 43/20; 85/40; 2; 11/5; 2; 21/10; 21/10; 21/10; 11/5; 21/10; 11/5; 21/10; 11/5; 21/10; 21/10; 9/4; 2; 28/13; 21/10; 11/5; ; 21/10; 11/5; 9/4
Draw; 9/4; 9/4; 11/5; 9/4; 11/5; 11/5; 9/4; 2; 11/5; 21/10; 9/4; 9/4; 9/4; 9/4; 9/4; 9/4; 11/5; 11/5; 9/4; 11/5; 23/10; 9/4; 9/4; 21/10; 23/10; ; 21/10; 11/5; 9/4
